,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_renovated,street,city,statezip,country,ratio,estimate_bedrooms
2344,813000.0,4.0,2.75,3370.0,6675,1.0,0.0,3.0,4.0,1920.0,1450.0,0.0,1501 33rd Ave S,Seattle,WA 98144,USA,842.5,5.374800637958533
2345,234000.0,3.0,2.0,1640.0,5280,1.5,0.0,0.0,5.0,1640.0,0.0,0.0,28 M St NE,Auburn,WA 98002,USA,546.6666666666666,2.615629984051037
2346,308900.0,3.0,2.5,2250.0,7294,2.0,0.0,0.0,3.0,2250.0,0.0,0.0,5006 Highland Dr SE,Auburn,WA 98092,USA,750.0,3.588516746411483
2347,450000.0,4.0,2.5,2300.0,19250,1.0,0.0,0.0,4.0,2300.0,0.0,2009.0,13406 423rd Ave SE,North Bend,WA 98045,USA,575.0,3.668261562998405
2348,547500.0,3.0,3.5,1650.0,2262,3.0,0.0,0.0,3.0,1650.0,0.0,0.0,769 N 74th St,Seattle,WA 98103,USA,550.0,2.6315789473684212
2349,399950.0,2.0,1.0,710.0,1131,2.0,0.0,0.0,4.0,710.0,0.0,0.0,2358 Fairview Ave E,Seattle,WA 98102,USA,355.0,1.1323763955342903
2350,516000.0,4.0,3.5,2550.0,8698,2.0,0.0,0.0,3.0,2550.0,0.0,0.0,8816 Venn Ave SE,Snoqualmie,WA 98065,USA,637.5,4.0669856459330145
2351,250000.0,2.0,1.5,982.0,846,2.0,0.0,0.0,3.0,806.0,176.0,0.0,10217 Aurora Ave N,Seattle,WA 98133,USA,491.0,1.5661881977671452
2352,475000.0,3.0,2.25,1630.0,2520,2.0,0.0,0.0,3.0,1630.0,0.0,0.0,2009 25th Ave NE,Issaquah,WA 98029,USA,543.3333333333334,2.5996810207336525
2353,415000.0,4.0,2.5,2550.0,4500,2.0,0.0,0.0,3.0,2550.0,0.0,0.0,564 Field Pl NE,Renton,WA 98059,USA,637.5,4.0669856459330145
2354,545000.0,2.0,1.25,1240.0,2150,2.0,0.0,0.0,3.0,1240.0,0.0,0.0,8050 14th Ave NW,Seattle,WA 98117,USA,620.0,1.977671451355662
2355,329950.0,3.0,2.5,2456.0,7566,2.0,0.0,0.0,3.0,2456.0,0.0,1912.0,33800-33998 12th Pl SW,Federal Way,WA 98023,USA,818.6666666666666,3.917065390749601
2356,1325000.0,5.0,2.25,3200.0,20158,1.0,0.0,0.0,3.0,1600.0,1600.0,1993.0,2154-2398 94th Ave NE,Clyde Hill,WA 98004,USA,640.0,5.103668261562999
2357,784000.0,3.0,3.5,3950.0,111078,1.5,0.0,0.0,3.0,2460.0,1490.0,0.0,19851 NE Redmond Rd,Redmond,WA 98053,USA,1316.6666666666667,6.299840510366826
2358,610750.0,4.0,2.25,2180.0,7297,2.0,0.0,0.0,3.0,2180.0,0.0,0.0,21132 NE 42nd St,Sammamish,WA 98074,USA,545.0,3.4768740031897925
2359,578000.0,4.0,2.5,3140.0,9225,1.0,0.0,2.0,5.0,1770.0,1370.0,0.0,540 Raymond Pl NW,Renton,WA 98057,USA,785.0,5.007974481658692
2360,1485000.0,4.0,3.75,4030.0,10800,2.0,0.0,0.0,3.0,4030.0,0.0,0.0,619 9th Ave,Kirkland,WA 98033,USA,1007.5,6.427432216905901
2361,501000.0,3.0,1.75,1970.0,7972,1.0,0.0,3.0,5.0,1370.0,600.0,0.0,8600-8604 NW 5th St,Renton,WA 98057,USA,656.6666666666666,3.141945773524721
2362,465250.0,5.0,2.0,1940.0,7642,1.5,0.0,0.0,3.0,1940.0,0.0,2000.0,20028 18th Ave NW,Shoreline,WA 98177,USA,388.0,3.094098883572568
2363,2250000.0,5.0,4.25,4860.0,9453,1.5,0.0,1.0,5.0,3100.0,1760.0,0.0,173 37th Ave E,Seattle,WA 98112,USA,972.0,7.751196172248804
2365,315000.0,2.0,1.0,970.0,5665,1.0,0.0,0.0,4.0,970.0,0.0,0.0,4726 S Orcas St,Seattle,WA 98118,USA,485.0,1.547049441786284
2366,900000.0,4.0,2.25,2460.0,44431,1.0,0.0,0.0,4.0,2460.0,0.0,2001.0,539 145th Ave SE,Bellevue,WA 98007,USA,615.0,3.923444976076555
2367,789500.0,4.0,2.5,3010.0,6100,2.0,0.0,0.0,3.0,3010.0,0.0,0.0,6466 195th Pl NE,Redmond,WA 98052,USA,752.5,4.800637958532695
2368,678500.0,3.0,2.0,2460.0,6600,1.0,0.0,2.0,4.0,1370.0,1090.0,0.0,9108 40th Ave SW,Seattle,WA 98136,USA,820.0,3.923444976076555
2369,342500.0,3.0,2.0,2080.0,11375,1.0,0.0,0.0,3.0,2080.0,0.0,0.0,3322 261st Pl SE,Enumclaw,WA 98022,USA,693.3333333333334,3.317384370015949
2370,860000.0,4.0,3.25,3960.0,7012,2.0,0.0,0.0,3.0,3960.0,0.0,0.0,19454 SE 27th Pl,Sammamish,WA 98075,USA,990.0,6.315789473684211
2371,306000.0,4.0,2.5,2490.0,8124,2.0,0.0,0.0,3.0,2490.0,0.0,0.0,29742 129th Pl SE,Auburn,WA 98092,USA,622.5,3.971291866028708
2372,580000.0,5.0,2.0,2060.0,6000,2.0,0.0,0.0,3.0,2060.0,0.0,2005.0,2107 NE 55th St,Seattle,WA 98105,USA,412.0,3.2854864433811803
2373,405000.0,3.0,1.0,1330.0,15678,1.0,0.0,0.0,3.0,900.0,430.0,0.0,3009 229th Pl NE,Sammamish,WA 98074,USA,443.3333333333333,2.121212121212121
2374,510000.0,3.0,1.75,1600.0,19200,1.0,0.0,0.0,4.0,1600.0,0.0,0.0,13304 69th Ave NE,Kirkland,WA 98034,USA,533.3333333333334,2.5518341307814993
2375,173000.0,2.0,1.0,820.0,10450,1.0,0.0,0.0,4.0,820.0,0.0,0.0,10635 SE 196th St,Renton,WA 98055,USA,410.0,1.3078149920255184
2376,210000.0,4.0,1.75,1200.0,7680,1.0,0.0,0.0,3.0,1200.0,0.0,1997.0,32113 112th Pl SE,Auburn,WA 98092,USA,300.0,1.9138755980861244
2377,445000.0,3.0,1.0,1050.0,5664,1.0,0.0,0.0,4.0,910.0,140.0,1988.0,8244 40th Ave NE,Seattle,WA 98115,USA,350.0,1.674641148325359
2378,585000.0,3.0,2.5,1910.0,1501,2.5,0.0,0.0,3.0,1530.0,380.0,0.0,2637 22nd Ave W,Seattle,WA 98199,USA,636.6666666666666,3.0462519936204147
2379,381000.0,3.0,1.75,1800.0,6000,1.0,0.0,0.0,5.0,900.0,900.0,0.0,1115 NE 168th St,Shoreline,WA 98155,USA,600.0,2.8708133971291865
2380,890000.0,3.0,2.25,2060.0,8640,1.0,0.0,0.0,4.0,2060.0,0.0,0.0,4810 109th Ave NE,Kirkland,WA 98033,USA,686.6666666666666,3.2854864433811803
2381,235000.0,3.0,1.75,1840.0,9697,1.0,0.0,0.0,4.0,1500.0,340.0,0.0,12034 SE 252 Pl,Kent,WA 98030,USA,613.3333333333334,2.934609250398724
2382,480000.0,3.0,2.5,1250.0,1103,3.0,0.0,2.0,3.0,1250.0,0.0,0.0,513 N 46th St,Seattle,WA 98103,USA,416.6666666666667,1.9936204146730463
2383,575000.0,2.0,1.0,1510.0,4032,1.5,0.0,0.0,3.0,1310.0,200.0,1974.0,2002 28th Ave W,Seattle,WA 98199,USA,755.0,2.40829346092504
2384,350000.0,4.0,2.25,2300.0,4600,1.5,0.0,0.0,4.0,1340.0,960.0,0.0,1517 17th Ave S,Seattle,WA 98144,USA,575.0,3.668261562998405
2385,259000.0,4.0,1.5,1490.0,7560,2.0,0.0,0.0,3.0,1490.0,0.0,1963.0,25923 13th Ave S,Des Moines,WA 98198,USA,372.5,2.376395534290271
2386,599000.0,5.0,2.75,2820.0,4608,1.0,0.0,0.0,3.0,1450.0,1370.0,2011.0,306 NW 82nd St,Seattle,WA 98117,USA,564.0,4.497607655502392
2387,210000.0,4.0,1.5,1130.0,7840,1.0,0.0,0.0,4.0,1130.0,0.0,0.0,33818 35th Ave SW,Federal Way,WA 98023,USA,282.5,1.8022328548644337
2388,1184000.0,4.0,2.5,3200.0,7500,1.5,0.0,1.0,5.0,1860.0,1340.0,1985.0,7344 50th Ave NE,Seattle,WA 98115,USA,800.0,5.103668261562999
2389,545000.0,3.0,1.0,1510.0,5000,1.5,0.0,0.0,3.0,1510.0,0.0,2004.0,5726 28th Ave NE,Seattle,WA 98105,USA,503.3333333333333,2.40829346092504
2390,299995.0,3.0,2.5,1970.0,7500,2.0,0.0,0.0,3.0,1970.0,0.0,2000.0,4809 Mill Pond Loop,Auburn,WA 98092,USA,656.6666666666666,3.141945773524721
2391,440000.0,3.0,1.0,1210.0,5750,1.5,0.0,0.0,4.0,1210.0,0.0,0.0,7006 46th Ave SW,Seattle,WA 98136,USA,403.3333333333333,1.9298245614035088
2392,699000.0,4.0,2.5,3280.0,27441,2.0,0.0,0.0,3.0,3280.0,0.0,0.0,7435 245th Way NE,Redmond,WA 98053,USA,820.0,5.231259968102074
2393,795000.0,3.0,2.0,2420.0,17859,1.0,0.0,1.0,5.0,1500.0,920.0,0.0,7215 NE 119th Pl,Kirkland,WA 98034,USA,806.6666666666666,3.8596491228070176
2394,445000.0,5.0,1.75,2460.0,6846,1.5,0.0,0.0,5.0,1340.0,1120.0,1984.0,6444 Carleton Ave S,Seattle,WA 98108,USA,492.0,3.923444976076555
2395,397990.0,3.0,1.0,1180.0,11862,1.0,0.0,0.0,4.0,1180.0,0.0,0.0,11739 4th Ave NW,Seattle,WA 98177,USA,393.3333333333333,1.8819776714513556
2396,706000.0,3.0,2.75,1900.0,6400,1.0,0.0,0.0,5.0,1410.0,490.0,0.0,4324 NE 56th St,Seattle,WA 98105,USA,633.3333333333334,3.0303030303030303
2397,363000.0,3.0,3.25,1651.0,1779,2.0,0.0,0.0,3.0,1341.0,310.0,0.0,10734 Whitman Ave N,Seattle,WA 98133,USA,550.3333333333334,2.6331738437001593
2398,850000.0,4.0,2.25,2130.0,11843,2.0,0.0,0.0,4.0,2130.0,0.0,0.0,7490 85th Ave SE,Mercer Island,WA 98040,USA,532.5,3.397129186602871
2399,620000.0,2.0,1.0,1430.0,3000,1.5,0.0,0.0,3.0,1300.0,130.0,0.0,2215 E Miller St,Seattle,WA 98112,USA,715.0,2.280701754385965
2400,1228000.0,4.0,2.5,5730.0,44947,2.0,0.0,4.0,3.0,4280.0,1450.0,0.0,20709 SE 4th St,Sammamish,WA 98074,USA,1432.5,9.138755980861244
2401,333000.0,4.0,2.5,1910.0,9244,1.0,0.0,0.0,4.0,1910.0,0.0,0.0,5811 NE 6th St,Renton,WA 98059,USA,477.5,3.0462519936204147
2402,743000.0,3.0,1.75,2110.0,11250,1.0,0.0,0.0,4.0,2110.0,0.0,2001.0,9201-9231 SE 70th Pl,Mercer Island,WA 98040,USA,703.3333333333334,3.3652312599681022
2403,448000.0,2.0,1.5,1630.0,3780,1.0,0.0,0.0,4.0,890.0,740.0,2001.0,3441 NW 59th St,Seattle,WA 98107,USA,815.0,2.5996810207336525
2404,485000.0,4.0,2.5,2470.0,35073,2.0,0.0,0.0,3.0,2470.0,0.0,0.0,17435 SE 329th St,Auburn,WA 98092,USA,617.5,3.9393939393939394
2405,489950.0,4.0,2.25,2640.0,31941,1.0,0.0,0.0,4.0,2640.0,0.0,0.0,16915 SE 325th Pl,Auburn,WA 98092,USA,660.0,4.2105263157894735
2406,498500.0,5.0,2.75,2990.0,7420,2.0,0.0,0.0,3.0,2990.0,0.0,0.0,4304 NE 7th St,Renton,WA 98059,USA,598.0,4.768740031897926
2407,531000.0,3.0,2.5,2120.0,9736,2.0,0.0,0.0,3.0,2120.0,0.0,2000.0,15102 91st Pl NE,Bothell,WA 98011,USA,706.6666666666666,3.3811802232854866
2408,670000.0,3.0,2.5,2050.0,6420,1.0,0.0,3.0,3.0,1730.0,320.0,2001.0,5625 SW Orleans St,Seattle,WA 98116,USA,683.3333333333334,3.269537480063796
2409,310000.0,5.0,3.0,1880.0,5000,1.0,0.0,0.0,3.0,1100.0,780.0,0.0,6343 23rd Ave SW,Seattle,WA 98106,USA,376.0,2.9984051036682615
2410,835000.0,3.0,3.0,2790.0,12523,2.0,1.0,4.0,4.0,1600.0,1190.0,0.0,27231 8th Ave S,Des Moines,WA 98198,USA,930.0,4.44976076555024
2411,1688000.0,4.0,2.5,3000.0,7500,2.0,0.0,0.0,3.0,3000.0,0.0,1994.0,3907 48th Ave NE,Seattle,WA 98105,USA,750.0,4.784688995215311
2412,495000.0,4.0,2.5,2140.0,7245,2.0,0.0,0.0,3.0,2140.0,0.0,0.0,633 N 138th St,Seattle,WA 98133,USA,535.0,3.4130781499202554
2413,495000.0,3.0,2.0,1769.0,9300,1.0,0.0,0.0,4.0,1769.0,0.0,2009.0,531 SW 181st St,Normandy Park,WA 98166,USA,589.6666666666666,2.821371610845295
2414,440000.0,3.0,1.0,1710.0,6556,1.5,0.0,0.0,4.0,1200.0,510.0,1993.0,12220 Phinney Ave N,Seattle,WA 98133,USA,570.0,2.727272727272727
2415,280000.0,1.0,0.75,420.0,6720,1.0,0.0,0.0,3.0,420.0,0.0,2008.0,5550 17th Ave S,Seattle,WA 98108,USA,420.0,0.6698564593301436
2416,1070000.0,4.0,2.5,3270.0,35445,2.0,0.0,0.0,3.0,3270.0,0.0,0.0,6040 164th Ave SE,Bellevue,WA 98006,USA,817.5,5.215311004784689
2417,1034500.0,4.0,2.5,2370.0,10858,2.0,0.0,0.0,3.0,2370.0,0.0,0.0,11034 NE 26th Pl,Bellevue,WA 98004,USA,592.5,3.7799043062200957
2418,248000.0,4.0,2.5,1770.0,5855,2.0,0.0,0.0,3.0,1770.0,0.0,0.0,21620 SE 283rd St,Maple Valley,WA 98038,USA,442.5,2.8229665071770333
2419,294000.0,4.0,2.5,2210.0,8465,1.0,0.0,0.0,3.0,1490.0,720.0,2009.0,512 47th St SE,Auburn,WA 98092,USA,552.5,3.5247208931419456
2420,561000.0,3.0,2.25,1710.0,4140,2.0,0.0,0.0,3.0,1710.0,0.0,2003.0,2037 Larchmount Dr NE,Issaquah,WA 98029,USA,570.0,2.727272727272727
2421,656500.0,4.0,2.0,2710.0,4750,1.0,0.0,0.0,4.0,1460.0,1250.0,1985.0,6326 21st Ave NE,Seattle,WA 98115,USA,677.5,4.3221690590111645
2422,660000.0,3.0,3.0,2340.0,2970,2.0,0.0,0.0,5.0,2160.0,180.0,0.0,743 N 80th St,Seattle,WA 98103,USA,780.0,3.7320574162679425
2423,370000.0,2.0,1.0,1220.0,17172,1.0,0.0,0.0,4.0,1220.0,0.0,1988.0,13314 NE 104th St,Kirkland,WA 98033,USA,610.0,1.9457735247208932
2424,349950.0,3.0,1.0,1060.0,9525,1.0,0.0,0.0,3.0,1060.0,0.0,1963.0,17129 NE 95th St,Redmond,WA 98052,USA,353.3333333333333,1.6905901116427433
2425,223000.0,2.0,1.0,910.0,9869,1.0,0.0,0.0,3.0,910.0,0.0,2000.0,11644 SE 163rd St,Renton,WA 98058,USA,455.0,1.4513556618819776
2426,560000.0,4.0,1.75,1880.0,3880,1.5,0.0,0.0,4.0,1090.0,790.0,0.0,325 NW 48th St,Seattle,WA 98107,USA,470.0,2.9984051036682615
2427,594000.0,4.0,1.75,1870.0,5200,2.0,0.0,0.0,4.0,1200.0,670.0,0.0,7542 42nd Ave NE,Seattle,WA 98115,USA,467.5,2.982456140350877
2428,600000.0,3.0,2.25,1480.0,5400,2.0,0.0,0.0,4.0,1480.0,0.0,1945.0,816 Martin Luther King Jr Way,Seattle,WA 98122,USA,493.3333333333333,2.360446570972887
2429,315000.0,3.0,2.5,1880.0,7000,2.0,0.0,0.0,3.0,1880.0,0.0,0.0,11718 SE 203rd St,Kent,WA 98031,USA,626.6666666666666,2.9984051036682615
2430,430000.0,4.0,1.75,1890.0,6000,1.0,0.0,0.0,4.0,1110.0,780.0,1988.0,13524 22nd Ave NE,Seattle,WA 98125,USA,472.5,3.014354066985646
2431,440000.0,3.0,2.75,1560.0,7392,1.0,0.0,0.0,5.0,1030.0,530.0,0.0,15118 119th Ave NE,Kirkland,WA 98034,USA,520.0,2.488038277511962
2432,312500.0,2.0,1.5,1070.0,1200,2.0,0.0,0.0,3.0,1070.0,0.0,0.0,9404 Linden Ave N,Seattle,WA 98103,USA,535.0,1.7065390749601277
2433,1240000.0,5.0,4.0,4410.0,14380,2.0,0.0,0.0,3.0,4410.0,0.0,0.0,16416 NE 40th St,Redmond,WA 98052,USA,882.0,7.033492822966507
2434,300000.0,3.0,3.25,1470.0,1235,2.0,0.0,0.0,3.0,1180.0,290.0,0.0,5338 15th Ave S,Seattle,WA 98108,USA,490.0,2.3444976076555024
2435,680000.0,3.0,2.5,2570.0,3600,2.5,0.0,0.0,3.0,2570.0,0.0,0.0,1474-1476 29th Pl NE,Issaquah,WA 98029,USA,856.6666666666666,4.098883572567783
2436,336750.0,2.0,2.25,1170.0,1011,2.0,0.0,0.0,3.0,1170.0,0.0,0.0,2277 NW Hidden Ln,Issaquah,WA 98027,USA,585.0,1.8660287081339713
2437,822500.0,5.0,3.5,2320.0,4960,2.0,0.0,0.0,5.0,1720.0,600.0,0.0,512 N 65th St,Seattle,WA 98103,USA,464.0,3.7001594896331738
2438,589000.0,4.0,3.0,2440.0,9600,2.0,0.0,0.0,5.0,2440.0,0.0,0.0,11611 106th Ave NE,Kirkland,WA 98034,USA,610.0,3.8915470494417863
2439,863000.0,4.0,2.5,4120.0,22370,2.0,0.0,0.0,3.0,4120.0,0.0,0.0,1571 237th Ct NE,Sammamish,WA 98074,USA,1030.0,6.570972886762361
2440,210000.0,2.0,1.75,1440.0,5680,1.0,0.0,0.0,4.0,1440.0,0.0,2000.0,24429 12th Ave S,Des Moines,WA 98198,USA,720.0,2.2966507177033493
2441,206135.0,3.0,1.0,1340.0,11070,1.0,0.0,0.0,4.0,1340.0,0.0,2000.0,12129 SE 277th Pl,Kent,WA 98030,USA,446.6666666666667,2.1371610845295055
2442,1125000.0,6.0,3.75,3010.0,4360,2.0,0.0,0.0,3.0,2000.0,1010.0,0.0,8016 Meridian Ave N,Seattle,WA 98103,USA,501.6666666666667,4.800637958532695
2443,285000.0,3.0,1.75,1840.0,8601,1.0,0.0,0.0,3.0,920.0,920.0,2014.0,7339 46th Ave S,Seattle,WA 98118,USA,613.3333333333334,2.934609250398724
2444,230000.0,2.0,1.0,930.0,7550,1.0,0.0,0.0,3.0,930.0,0.0,0.0,13008 23rd Ave S,SeaTac,WA 98168,USA,465.0,1.4832535885167464
2445,845000.0,4.0,2.75,4070.0,115434,2.0,0.0,0.0,3.0,4070.0,0.0,0.0,12810 440th Pl SE,North Bend,WA 98045,USA,1017.5,6.491228070175438
2446,350000.0,3.0,1.75,1820.0,9545,1.0,0.0,0.0,3.0,1230.0,590.0,0.0,3037 NE 205th St,Lake Forest Park,WA 98155,USA,606.6666666666666,2.9027113237639552
2447,304000.0,3.0,1.0,1280.0,8184,1.5,0.0,0.0,4.0,1280.0,0.0,1988.0,16225 10th Ave NE,Shoreline,WA 98155,USA,426.6666666666667,2.041467304625199
2448,370000.0,2.0,1.0,900.0,4600,1.0,0.0,0.0,3.0,900.0,0.0,1994.0,307 NW 87th St,Seattle,WA 98117,USA,450.0,1.4354066985645932
2449,810000.0,3.0,1.75,1980.0,13503,1.0,0.0,2.0,4.0,1320.0,660.0,0.0,2622 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA,660.0,3.1578947368421053
2450,440000.0,4.0,2.25,2010.0,7575,1.0,0.0,0.0,3.0,1220.0,790.0,0.0,14450 105th Ct NE,Kirkland,WA 98034,USA,502.5,3.2057416267942584
2451,1030000.0,4.0,2.5,2750.0,4800,2.0,0.0,0.0,3.0,1960.0,790.0,2005.0,5700-5798 Wallingford Ave N,Seattle,WA 98103,USA,687.5,4.385964912280702
2452,775000.0,4.0,2.0,3140.0,10875,1.0,0.0,1.0,3.0,1940.0,1200.0,1969.0,3704 W Lawton St,Seattle,WA 98199,USA,785.0,5.007974481658692
2453,1335000.0,5.0,2.25,4200.0,5800,2.5,0.0,0.0,4.0,2910.0,1290.0,1990.0,1024 15th Ave E,Seattle,WA 98112,USA,840.0,6.698564593301436
2454,235000.0,3.0,1.75,1900.0,8540,1.0,0.0,0.0,3.0,950.0,950.0,0.0,13002 23rd Ave S,SeaTac,WA 98168,USA,633.3333333333334,3.0303030303030303
2455,499950.0,3.0,1.0,1830.0,3000,1.5,0.0,0.0,3.0,1430.0,400.0,2003.0,611 N 46th St,Seattle,WA 98103,USA,610.0,2.9186602870813396
2456,622500.0,5.0,2.75,3320.0,23760,2.0,0.0,0.0,4.0,2190.0,1130.0,0.0,14523 NE 169th St,Woodinville,WA 98072,USA,664.0,5.295055821371611
2457,300000.0,4.0,2.5,2700.0,10814,1.0,0.0,0.0,4.0,1560.0,1140.0,0.0,12235 SE 259th Pl,Kent,WA 98030,USA,675.0,4.30622009569378
2458,205000.0,3.0,1.0,1290.0,6566,1.0,0.0,0.0,5.0,1290.0,0.0,0.0,33601-33799 35th Ave SW,Federal Way,WA 98023,USA,430.0,2.0574162679425836
2459,435000.0,3.0,1.75,1500.0,8173,1.0,0.0,0.0,3.0,1500.0,0.0,0.0,8528 NE 142nd St,Kirkland,WA 98034,USA,500.0,2.3923444976076556
2460,697000.0,4.0,2.75,3650.0,48351,1.5,0.0,0.0,4.0,3650.0,0.0,2000.0,18534 186th Pl NE,Woodinville,WA 98077,USA,912.5,5.821371610845295
2461,153000.0,3.0,1.0,1270.0,6405,1.5,0.0,0.0,3.0,1270.0,0.0,0.0,12015 75th Ave S,Seattle,WA 98178,USA,423.3333333333333,2.025518341307815
2462,454000.0,4.0,2.25,2630.0,39000,2.0,0.0,0.0,3.0,2630.0,0.0,2014.0,14404 SE 216th St,Kent,WA 98042,USA,657.5,4.1945773524720895
2463,345000.0,2.0,1.5,1800.0,26615,1.0,0.0,0.0,5.0,1240.0,560.0,0.0,33336-33412 E Lake Holm Dr SE,Auburn,WA 98092,USA,900.0,2.8708133971291865
2464,585000.0,3.0,1.0,1870.0,2807,1.5,0.0,0.0,4.0,1580.0,290.0,0.0,111 NW 53rd St,Seattle,WA 98107,USA,623.3333333333334,2.982456140350877
2465,380000.0,4.0,2.5,2540.0,6365,2.0,0.0,0.0,3.0,1870.0,670.0,0.0,2107 Davis Ave S,Renton,WA 98055,USA,635.0,4.05103668261563
2466,250600.0,4.0,2.5,1930.0,8660,1.0,0.0,0.0,3.0,1120.0,810.0,2013.0,2025 W St NW,Auburn,WA 98001,USA,482.5,3.0781499202551834
2467,890000.0,4.0,2.25,2770.0,13500,2.0,0.0,0.0,3.0,2770.0,0.0,0.0,6701 81st Ave SE,Mercer Island,WA 98040,USA,692.5,4.417862838915471
2475,485000.0,3.0,2.5,1580.0,6065,2.0,0.0,0.0,3.0,1580.0,0.0,0.0,24025 SE 42nd St,Issaquah,WA 98029,USA,526.6666666666666,2.5199362041467306
2476,215000.0,2.0,1.0,710.0,7200,1.0,0.0,0.0,3.0,710.0,0.0,2002.0,7027 S 125th St,Seattle,WA 98178,USA,355.0,1.1323763955342903
2477,430000.0,3.0,2.0,1910.0,5040,1.5,0.0,0.0,3.0,1910.0,0.0,0.0,2415 209th Ave NE,Sammamish,WA 98074,USA,636.6666666666666,3.0462519936204147
2478,324900.0,4.0,2.5,1880.0,7965,2.0,0.0,0.0,3.0,1880.0,0.0,0.0,21661 SE 265th Way,Maple Valley,WA 98038,USA,470.0,2.9984051036682615
2479,849900.0,2.0,2.0,2280.0,641203,2.0,0.0,0.0,3.0,2280.0,0.0,2009.0,9326 SW 216th St,Vashon,WA 98070,USA,1140.0,3.6363636363636362
2480,975000.0,5.0,2.75,3100.0,10014,1.0,0.0,2.0,4.0,1660.0,1440.0,0.0,9340 Mercerwood Dr,Mercer Island,WA 98040,USA,620.0,4.944178628389155
2481,910000.0,5.0,2.5,2350.0,4000,2.0,0.0,0.0,3.0,2350.0,0.0,0.0,2807 E Aloha St,Seattle,WA 98112,USA,470.0,3.748006379585327
2482,459950.0,3.0,1.75,1850.0,6869,1.0,0.0,2.0,5.0,1100.0,750.0,1934.0,2221 SW 154th St,Burien,WA 98166,USA,616.6666666666666,2.9505582137161084
2483,325000.0,3.0,2.5,2070.0,8337,2.0,0.0,0.0,3.0,2070.0,0.0,0.0,26300-26398 124th Ave SE,Kent,WA 98030,USA,690.0,3.3014354066985647
2484,513000.0,4.0,2.75,2020.0,7070,1.0,0.0,0.0,5.0,1010.0,1010.0,0.0,9226 36th Ave SW,Seattle,WA 98126,USA,505.0,3.221690590111643
2485,475000.0,3.0,2.25,1580.0,12177,1.0,0.0,0.0,3.0,1200.0,380.0,2013.0,22013 NE 18th St,Sammamish,WA 98074,USA,526.6666666666666,2.5199362041467306
2486,419000.0,4.0,2.5,2690.0,7947,2.0,0.0,0.0,3.0,2690.0,0.0,0.0,14114 SE 198th St,Renton,WA 98058,USA,672.5,4.290271132376396
2487,760000.0,4.0,2.5,2420.0,10285,1.0,0.0,4.0,3.0,1700.0,720.0,2004.0,12849 Shorecrest Dr SW,Burien,WA 98146,USA,605.0,3.8596491228070176
2488,1120000.0,5.0,1.5,2540.0,6660,2.0,0.0,3.0,4.0,2340.0,200.0,1979.0,9827 47th Ave SW,Seattle,WA 98136,USA,508.0,4.05103668261563
2489,129000.0,2.0,1.0,1150.0,30184,1.0,0.0,0.0,3.0,1150.0,0.0,2005.0,17029 106th Ave SE,Renton,WA 98055,USA,575.0,1.8341307814992025
2490,725000.0,5.0,2.5,3210.0,12000,1.0,0.0,0.0,4.0,1830.0,1380.0,0.0,14404 NE 11th Pl,Bellevue,WA 98007,USA,642.0,5.119617224880383
2491,580000.0,3.0,2.5,2040.0,4627,2.0,0.0,0.0,3.0,2040.0,0.0,0.0,17422 NE 28th St,Redmond,WA 98052,USA,680.0,3.2535885167464116
2492,385000.0,3.0,2.25,1920.0,4833,1.0,0.0,0.0,4.0,1060.0,860.0,0.0,10559 Evanston Ave N,Seattle,WA 98133,USA,640.0,3.062200956937799
2493,265000.0,4.0,1.75,1900.0,10588,1.0,0.0,0.0,5.0,1900.0,0.0,0.0,1310 22nd St SE,Auburn,WA 98002,USA,475.0,3.0303030303030303
2494,1735000.0,3.0,2.5,4310.0,32093,1.5,0.0,4.0,5.0,2510.0,1800.0,0.0,18401 17th Ave NW,Shoreline,WA 98177,USA,1436.6666666666667,6.8740031897926634
2495,330000.0,3.0,2.5,1070.0,1155,2.0,0.0,0.0,3.0,720.0,350.0,0.0,4536 42nd Ave SW,Seattle,WA 98116,USA,356.6666666666667,1.7065390749601277
2496,665000.0,4.0,2.5,2790.0,43091,2.0,0.0,0.0,4.0,2790.0,0.0,0.0,20324 194th Pl NE,Woodinville,WA 98077,USA,697.5,4.44976076555024
2497,799000.0,3.0,2.5,2860.0,4442,2.0,0.0,0.0,3.0,2860.0,0.0,0.0,4432 30th Ave W,Seattle,WA 98199,USA,953.3333333333334,4.56140350877193
2498,589000.0,3.0,2.0,2250.0,8800,1.0,0.0,0.0,4.0,1250.0,1000.0,1968.0,3406 60th Ave SW,Seattle,WA 98116,USA,750.0,3.588516746411483
2499,1695000.0,2.0,2.25,3170.0,3000,2.0,0.0,2.0,5.0,1990.0,1180.0,0.0,308 Prospect St,Seattle,WA 98109,USA,1585.0,5.055821371610845
2500,538000.0,3.0,1.0,1460.0,7200,1.0,0.0,0.0,3.0,1260.0,200.0,2014.0,8018 Wallingford Ave N,Seattle,WA 98103,USA,486.6666666666667,2.328548644338118
2501,530100.0,3.0,1.0,1540.0,3399,1.5,0.0,0.0,3.0,1200.0,340.0,2003.0,123 NW 78th St,Seattle,WA 98117,USA,513.3333333333334,2.456140350877193
