,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,a,b,c,damormertebe
2772,192500.0,3.0,1.0,1080.0,8580,1.5,0.0,0.0,3.0,1080.0,0.0,1900.0,2005.0,14490 57th Ave S,Tukwila,WA 98168,USA,1.5,True,small house,dam
2773,239950.0,3.0,1.75,1670.0,6900,1.0,0.0,0.0,3.0,1170.0,500.0,1978.0,0.0,33838 37th Ave SW,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
2774,175000.0,6.0,1.0,1370.0,5080,1.5,0.0,0.0,3.0,1120.0,250.0,1931.0,0.0,8828 12th Ave SW,Seattle,WA 98106,USA,3.0,True,large house,dam
2775,850000.0,5.0,3.5,3450.0,28324,1.0,0.0,0.0,5.0,2350.0,1100.0,1972.0,0.0,11010 108th Ave NE,Kirkland,WA 98033,USA,2.5,True,standard house,mertebe
2776,410000.0,4.0,2.0,1970.0,10500,1.0,0.0,0.0,3.0,1820.0,150.0,1961.0,2004.0,13666 17th Ave SW,Burien,WA 98166,USA,2.0,True,standard house,mertebe
2777,570000.0,4.0,2.5,2290.0,6738,2.0,0.0,0.0,3.0,2290.0,0.0,1996.0,0.0,4029-4035 252nd Ave SE,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
2778,469000.0,5.0,2.5,2240.0,7543,1.0,0.0,0.0,3.0,1140.0,1100.0,1966.0,1963.0,20216 12th Ave NW,Shoreline,WA 98177,USA,2.5,True,standard house,mertebe
2779,559000.0,2.0,1.0,1240.0,6400,1.0,0.0,1.0,4.0,1060.0,180.0,1938.0,0.0,5927 35th Ave SW,Seattle,WA 98126,USA,1.0,False,small house,mertebe
2780,739888.0,3.0,2.5,2420.0,43177,2.0,0.0,4.0,4.0,1690.0,730.0,1989.0,0.0,4280 E Lake Sammamish Pkwy SE,Sammamish,WA 98075,USA,1.5,True,small house,mertebe
2781,568450.0,5.0,3.5,3260.0,58806,2.0,0.0,0.0,4.0,3260.0,0.0,1969.0,0.0,25806 136th Ave SE,Kent,WA 98042,USA,2.5,True,standard house,mertebe
2782,240000.0,2.0,1.0,670.0,10920,1.0,0.0,0.0,3.0,670.0,0.0,1942.0,1999.0,10025-10037 31st Ave SW,Seattle,WA 98146,USA,1.0,False,small house,mertebe
2783,574950.0,5.0,3.25,3160.0,10000,2.0,0.0,0.0,4.0,3160.0,0.0,1980.0,0.0,1010 Greenwood Blvd SW,Issaquah,WA 98027,USA,2.5,True,standard house,mertebe
2784,180000.0,3.0,2.25,1990.0,6350,2.0,0.0,0.0,3.0,1990.0,0.0,1967.0,2011.0,24433 14th Ave S,Des Moines,WA 98198,USA,1.5,True,small house,mertebe
2785,1160000.0,4.0,3.5,4680.0,9700,2.0,0.0,0.0,3.0,3360.0,1320.0,2005.0,0.0,13128 SE Newport Way,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
2786,300000.0,3.0,2.5,1700.0,3575,2.0,0.0,0.0,3.0,1700.0,0.0,2000.0,0.0,6729 Shaffer Ave S,Seattle,WA 98108,USA,1.5,True,small house,mertebe
2787,630000.0,4.0,2.5,2807.0,9430,2.0,0.0,0.0,3.0,2807.0,0.0,1996.0,0.0,8820 NE 160th Pl,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
2788,507000.0,4.0,1.75,1770.0,9375,1.0,0.0,0.0,4.0,1170.0,600.0,1968.0,0.0,10415 171st Ave NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
2789,287500.0,4.0,2.5,2570.0,9000,1.0,0.0,0.0,4.0,1590.0,980.0,1979.0,0.0,33749 29th Ct SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
2790,688000.0,3.0,3.0,3450.0,16200,2.0,0.0,0.0,3.0,3450.0,0.0,1983.0,2009.0,22401 NE 25th Way,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
2791,424000.0,3.0,2.0,1670.0,7700,1.0,0.0,0.0,3.0,1170.0,500.0,1972.0,2002.0,10526 NE 139th St,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
2792,400000.0,3.0,1.75,1050.0,6150,1.5,0.0,0.0,4.0,950.0,100.0,1928.0,0.0,3617 48th Ave SW,Seattle,WA 98116,USA,1.5,True,small house,dam
2793,620000.0,4.0,2.5,1910.0,7683,2.0,0.0,0.0,3.0,1910.0,0.0,1987.0,2000.0,4513 186th Ave SE,Issaquah,WA 98027,USA,2.0,True,standard house,mertebe
2794,300000.0,3.0,1.0,910.0,7700,1.0,0.0,0.0,4.0,910.0,0.0,1971.0,0.0,14200-14230 77th Ave NE,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
2795,615000.0,5.0,2.25,2480.0,12070,2.0,0.0,0.0,3.0,2480.0,0.0,1978.0,0.0,2206 Sahalee Dr E,Sammamish,WA 98074,USA,2.5,True,standard house,mertebe
2796,206000.0,2.0,1.5,1820.0,8867,2.0,0.0,0.0,3.0,1820.0,0.0,1921.0,2000.0,5206 S 142nd St,Tukwila,WA 98168,USA,1.0,False,small house,mertebe
2797,515500.0,4.0,2.5,2920.0,7700,2.0,0.0,0.0,3.0,2920.0,0.0,2003.0,0.0,14821 272nd Pl NE,Duvall,WA 98019,USA,2.0,True,standard house,mertebe
2798,554000.0,5.0,2.25,1870.0,11411,1.0,0.0,0.0,4.0,1170.0,700.0,1961.0,2001.0,15871 37th Ave NE,Lake Forest Park,WA 98155,USA,2.5,True,standard house,mertebe
2799,825000.0,4.0,3.5,3810.0,9792,2.0,0.0,0.0,3.0,3810.0,0.0,1938.0,2013.0,11229 37th Ave SW,Seattle,WA 98146,USA,2.0,True,standard house,mertebe
2800,855000.0,4.0,2.25,2190.0,4080,2.0,0.0,0.0,3.0,1800.0,390.0,1918.0,0.0,2536 1st Ave W,Seattle,WA 98119,USA,2.0,True,standard house,mertebe
2801,315000.0,3.0,2.5,1730.0,6368,2.0,0.0,0.0,3.0,1730.0,0.0,1993.0,0.0,28001 232nd Pl SE,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
2802,299000.0,5.0,2.5,2220.0,9360,1.0,0.0,0.0,4.0,1110.0,1110.0,1968.0,0.0,18820 129th Pl SE,Renton,WA 98058,USA,2.5,True,standard house,mertebe
2803,650000.0,3.0,1.5,1320.0,8114,1.0,0.0,0.0,3.0,1320.0,0.0,1951.0,1994.0,3110 109th Ave SE,Bellevue,WA 98004,USA,1.5,True,small house,mertebe
2804,465000.0,3.0,1.75,1510.0,4800,1.0,0.0,2.0,3.0,860.0,650.0,1925.0,2011.0,3040 SW Avalon Way,Seattle,WA 98126,USA,1.5,True,small house,mertebe
2805,535000.0,3.0,2.0,2120.0,4080,2.0,0.0,0.0,3.0,2120.0,0.0,2003.0,0.0,9115 227 Ave NE,Redmond,WA 98053,USA,1.5,True,small house,mertebe
2806,564000.0,2.0,2.0,1690.0,4500,1.0,0.0,0.0,3.0,1690.0,0.0,2004.0,2003.0,23112 NE 127th Way,Redmond,WA 98053,USA,1.0,False,small house,mertebe
2807,515000.0,3.0,3.5,1360.0,1419,2.0,0.0,0.0,3.0,1040.0,320.0,2007.0,0.0,5609 11th Ave NW,Seattle,WA 98107,USA,1.5,True,small house,mertebe
2808,580000.0,4.0,2.5,3250.0,5000,2.0,0.0,0.0,3.0,3250.0,0.0,2008.0,0.0,976 Jericho Pl NE,Renton,WA 98059,USA,2.0,True,standard house,mertebe
2809,309000.0,3.0,2.25,1490.0,1294,2.0,0.0,0.0,3.0,1220.0,270.0,2010.0,0.0,5011-5021 Delridge Way SW,Seattle,WA 98106,USA,1.5,True,small house,mertebe
2810,536751.0,3.0,1.75,1930.0,6360,1.0,0.0,0.0,3.0,1930.0,0.0,2013.0,1923.0,9129 Nye Ave SE,Snoqualmie,WA 98065,USA,1.5,True,small house,mertebe
2811,415000.0,4.0,2.5,2020.0,5501,2.0,0.0,0.0,3.0,2020.0,0.0,2010.0,0.0,681 Ilwaco Ave NE,Renton,WA 98059,USA,2.0,True,standard house,mertebe
2812,267000.0,3.0,2.25,1584.0,2800,2.0,0.0,0.0,3.0,1584.0,0.0,2012.0,1912.0,1376 43rd St NE,Auburn,WA 98002,USA,1.5,True,small house,mertebe
2813,820000.0,4.0,2.5,3170.0,8523,2.0,0.0,0.0,3.0,3170.0,0.0,2008.0,0.0,9401 117th Ave NE,Kirkland,WA 98033,USA,2.0,True,standard house,mertebe
2814,1399950.0,4.0,2.75,3870.0,10046,2.0,0.0,0.0,3.0,3870.0,0.0,2005.0,0.0,6515 112th Ave NE,Kirkland,WA 98033,USA,2.0,True,standard house,mertebe
2815,485000.0,2.0,2.5,1430.0,923,3.0,0.0,0.0,3.0,1410.0,20.0,2008.0,0.0,303 N 55th St,Seattle,WA 98103,USA,1.0,False,small house,mertebe
2816,482000.0,3.0,3.25,1380.0,1120,3.0,0.0,0.0,3.0,1380.0,0.0,2008.0,0.0,4507 Linden Ave N,Seattle,WA 98103,USA,1.5,True,small house,mertebe
2817,535000.0,4.0,2.5,2610.0,4595,2.0,0.0,0.0,3.0,2610.0,0.0,2008.0,0.0,7810 NE 199th St,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
2818,690000.0,3.0,3.25,1540.0,1428,3.0,0.0,0.0,3.0,1540.0,0.0,2013.0,1923.0,423 N 50th St,Seattle,WA 98103,USA,1.5,True,small house,mertebe
2819,576000.0,3.0,2.5,1940.0,9000,1.0,0.0,0.0,4.0,970.0,970.0,1948.0,0.0,8817 28th Ave NW,Seattle,WA 98117,USA,1.5,True,small house,mertebe
2820,378750.0,3.0,2.5,2160.0,3000,1.5,0.0,0.0,3.0,1260.0,900.0,1909.0,2011.0,3508 S Genesee St,Seattle,WA 98118,USA,1.5,True,small house,dam
2821,269900.0,4.0,1.75,1530.0,8750,1.5,0.0,0.0,4.0,1530.0,0.0,1968.0,0.0,13805 SE Fairwood Blvd,Renton,WA 98058,USA,2.0,True,standard house,dam
2822,210000.0,3.0,2.0,1440.0,7210,1.0,0.0,0.0,3.0,1440.0,0.0,1983.0,2009.0,11803 SE 322nd Pl,Auburn,WA 98092,USA,1.5,True,small house,mertebe
2823,429900.0,4.0,2.5,2640.0,8625,2.0,0.0,0.0,3.0,2640.0,0.0,1987.0,2000.0,14007 SE 159th Pl,Renton,WA 98058,USA,2.0,True,standard house,mertebe
2824,1525000.0,4.0,3.25,3620.0,5131,2.0,0.0,3.0,4.0,2350.0,1270.0,1927.0,0.0,3283 Conkling Pl W,Seattle,WA 98119,USA,2.0,True,standard house,mertebe
2825,360000.0,4.0,2.5,2850.0,4650,2.0,0.0,0.0,3.0,2850.0,0.0,2004.0,2003.0,27437 237th Ave SE,Maple Valley,WA 98038,USA,2.0,True,standard house,mertebe
2826,405000.0,2.0,1.0,1260.0,4377,1.0,0.0,0.0,4.0,1260.0,0.0,1947.0,1988.0,9532 Phinney Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
2827,450000.0,3.0,1.75,1610.0,11200,1.0,0.0,0.0,3.0,1610.0,0.0,1955.0,2005.0,12234 NE 65th St,Kirkland,WA 98033,USA,1.5,True,small house,mertebe
2828,703000.0,3.0,2.0,1360.0,5980,1.5,0.0,0.0,3.0,1360.0,0.0,1945.0,2008.0,4401 SW Hill St,Seattle,WA 98116,USA,1.5,True,small house,dam
2829,661000.0,4.0,2.5,2496.0,8058,2.0,0.0,0.0,3.0,2496.0,0.0,1998.0,2006.0,8517 143rd Ct NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
2830,580000.0,4.0,2.25,2160.0,9593,1.0,0.0,0.0,3.0,2160.0,0.0,1969.0,2010.0,2422 171 Ave SE,Bellevue,WA 98008,USA,2.0,True,standard house,mertebe
2831,464000.0,3.0,1.0,1320.0,3625,2.0,0.0,0.0,3.0,1320.0,0.0,1900.0,2005.0,316 35th Ave,Seattle,WA 98122,USA,1.5,True,small house,mertebe
2832,945000.0,2.0,2.5,2540.0,7089,2.0,0.0,0.0,3.0,2540.0,0.0,2004.0,2003.0,3241 63rd Ave SW,Seattle,WA 98116,USA,1.0,False,small house,mertebe
2833,659500.0,4.0,3.0,2620.0,18362,1.0,0.0,0.0,4.0,1870.0,750.0,1956.0,0.0,11605 SE 45th Pl,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
2834,200000.0,3.0,1.5,1140.0,8340,1.0,0.0,0.0,3.0,1140.0,0.0,1960.0,2012.0,14015 43rd Ave S,Tukwila,WA 98168,USA,1.5,True,small house,mertebe
2835,280000.0,3.0,2.0,1790.0,42399,1.0,0.0,0.0,4.0,1790.0,0.0,1990.0,0.0,15611 SE 322nd Pl,Auburn,WA 98092,USA,1.5,True,small house,mertebe
2836,1325000.0,4.0,2.5,2440.0,3600,2.5,0.0,0.0,4.0,2440.0,0.0,1902.0,0.0,400 W Highland Dr,Seattle,WA 98119,USA,2.0,True,standard house,dam
2837,346150.0,3.0,2.0,2140.0,7200,1.0,0.0,0.0,4.0,1480.0,660.0,1966.0,0.0,2515 NE 19th St,Renton,WA 98056,USA,1.5,True,small house,mertebe
2838,197500.0,3.0,1.0,1330.0,5412,2.0,0.0,0.0,5.0,1330.0,0.0,1905.0,0.0,1535 Griffin Ave,Enumclaw,WA 98022,USA,1.5,True,small house,mertebe
2839,799000.0,4.0,2.5,2590.0,7910,2.0,0.0,0.0,3.0,2590.0,0.0,2001.0,0.0,4022 NE 95th St,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
2840,1309500.0,4.0,4.5,4750.0,13912,2.0,0.0,2.0,3.0,3600.0,1150.0,2005.0,0.0,7732 Seward Park Ave S,Seattle,WA 98118,USA,2.0,True,standard house,mertebe
2841,350000.0,2.0,1.0,1620.0,9205,1.0,0.0,0.0,5.0,850.0,770.0,1921.0,0.0,12411 84th Ave NE,Kirkland,WA 98034,USA,1.0,False,small house,mertebe
2842,720000.0,4.0,2.5,2440.0,34290,2.0,0.0,0.0,3.0,2440.0,0.0,1987.0,2000.0,7210 221st Ave NE,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
2843,519000.0,3.0,2.75,2020.0,10744,1.0,0.0,0.0,5.0,1270.0,750.0,1954.0,0.0,18107-18199 6th Ave SW,Normandy Park,WA 98166,USA,1.5,True,small house,mertebe
2844,590300.0,3.0,1.5,1470.0,7200,2.0,0.0,0.0,4.0,1470.0,0.0,1907.0,0.0,4709 43rd Ave S,Seattle,WA 98118,USA,1.5,True,small house,mertebe
2845,2200000.0,5.0,4.75,5990.0,10450,2.0,1.0,4.0,3.0,4050.0,1940.0,2002.0,0.0,5170 NW Sammamish Rd,Issaquah,WA 98027,USA,2.5,True,standard house,mertebe
2846,410000.0,6.0,2.75,2520.0,9324,1.0,0.0,0.0,4.0,1320.0,1200.0,1962.0,0.0,3306 NE 185th St,Lake Forest Park,WA 98155,USA,3.0,True,large house,mertebe
2847,437000.0,2.0,1.75,1440.0,4225,1.0,0.0,0.0,3.0,1440.0,0.0,2005.0,0.0,23047 NE 130th St,Redmond,WA 98053,USA,1.0,False,small house,mertebe
2848,221000.0,3.0,2.25,1640.0,7350,1.0,0.0,0.0,3.0,1140.0,500.0,1984.0,0.0,37724 26th Dr S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
2849,380000.0,4.0,2.25,2150.0,20181,1.0,0.0,0.0,3.0,1090.0,1060.0,1963.0,2008.0,18507 71st Ave NE,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
2850,506000.0,2.0,1.0,1570.0,8210,1.0,0.0,0.0,4.0,1150.0,420.0,1952.0,0.0,12723 11th Ave NW,Seattle,WA 98177,USA,1.0,False,small house,mertebe
2851,395000.0,4.0,1.0,1980.0,10350,1.0,0.0,0.0,4.0,1430.0,550.0,1968.0,0.0,475 SW Forest Dr,Issaquah,WA 98027,USA,2.0,True,standard house,mertebe
2852,285000.0,3.0,1.0,1210.0,4731,1.5,0.0,0.0,3.0,1210.0,0.0,1901.0,0.0,7749-7999 31st Ave NW,Seattle,WA 98117,USA,1.5,True,small house,dam
2853,311000.0,3.0,1.75,1900.0,3000,1.5,0.0,0.0,5.0,1070.0,830.0,1903.0,0.0,8653 Wabash Ave S,Seattle,WA 98118,USA,1.5,True,small house,dam
2854,520000.0,3.0,1.75,1940.0,219527,1.0,0.0,0.0,3.0,1940.0,0.0,1991.0,0.0,24020 SE 202nd St,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
2855,435000.0,3.0,1.75,1310.0,8065,1.0,0.0,0.0,4.0,1310.0,0.0,1948.0,0.0,9729 Dibble Ave NW,Seattle,WA 98117,USA,1.5,True,small house,mertebe
2856,120000.0,2.0,1.0,990.0,39964,1.0,0.0,0.0,2.0,990.0,0.0,1945.0,0.0,19229 SE 272nd St,Kent,WA 98042,USA,1.0,False,small house,mertebe
2857,1440000.0,3.0,3.5,3870.0,3819,2.0,0.0,0.0,3.0,2760.0,1110.0,2002.0,0.0,2720 Boyer Ave E,Seattle,WA 98102,USA,1.5,True,small house,mertebe
2858,186000.0,3.0,2.0,1340.0,4320,1.0,0.0,0.0,3.0,920.0,420.0,1912.0,1993.0,119 10th St SE,Auburn,WA 98002,USA,1.5,True,small house,mertebe
2859,756000.0,4.0,2.25,2160.0,5600,1.0,0.0,0.0,5.0,1080.0,1080.0,1947.0,0.0,2667 11th Ave W,Seattle,WA 98119,USA,2.0,True,standard house,mertebe
2860,248000.0,4.0,2.0,2080.0,13510,1.0,0.0,0.0,3.0,1040.0,1040.0,1950.0,2005.0,6105 S 124th St,Seattle,WA 98178,USA,2.0,True,standard house,mertebe
2861,287000.0,3.0,2.0,1300.0,11374,1.5,0.0,0.0,5.0,1300.0,0.0,1933.0,0.0,13304 24th Ave S,SeaTac,WA 98168,USA,1.5,True,small house,dam
2862,510000.0,4.0,2.5,2610.0,8031,2.0,0.0,0.0,3.0,2610.0,0.0,1998.0,2006.0,19615 55th Ave NE,Lake Forest Park,WA 98155,USA,2.0,True,standard house,mertebe
2863,249000.0,3.0,1.0,1050.0,8498,1.0,0.0,0.0,4.0,1050.0,0.0,1959.0,0.0,22115 104th Pl SE,Kent,WA 98031,USA,1.5,True,small house,mertebe
2864,340000.0,3.0,2.5,2480.0,6112,2.0,0.0,0.0,3.0,2480.0,0.0,2004.0,2003.0,18210 170th Pl SE,Renton,WA 98058,USA,1.5,True,small house,mertebe
2865,399888.0,4.0,2.25,1820.0,8255,1.5,0.0,0.0,4.0,1320.0,500.0,1930.0,0.0,1559 N 130th St,Seattle,WA 98133,USA,2.0,True,standard house,dam
2866,440000.0,3.0,1.75,1170.0,8740,1.0,0.0,0.0,4.0,1170.0,0.0,1968.0,0.0,9319 167th Ave NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
2867,899000.0,4.0,2.25,2370.0,6000,1.0,0.0,2.0,3.0,1440.0,930.0,1959.0,1989.0,2411 NW Blue Ridge Dr,Seattle,WA 98177,USA,2.0,True,standard house,mertebe
2868,540500.0,5.0,3.75,3090.0,7415,2.0,0.0,0.0,3.0,3090.0,0.0,2014.0,0.0,493 S 187th Ln,Burien,WA 98148,USA,2.5,True,standard house,mertebe
2869,385000.0,3.0,1.75,2310.0,11200,1.0,0.0,0.0,4.0,1630.0,680.0,1978.0,2000.0,26525 Woodland Way S,Kent,WA 98030,USA,1.5,True,small house,mertebe
2870,558000.0,4.0,2.25,2060.0,10358,1.0,0.0,0.0,4.0,1320.0,740.0,1962.0,0.0,6132-6198 125th Ave SE,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
2871,600000.0,3.0,2.0,2540.0,237402,1.0,0.0,0.0,3.0,2540.0,0.0,2007.0,0.0,37124-37118 237th Pl SE,Enumclaw,WA 98022,USA,1.5,True,small house,mertebe
2872,450000.0,4.0,2.5,2400.0,7693,2.0,0.0,0.0,3.0,2400.0,0.0,2003.0,0.0,378 Nile Pl NE,Renton,WA 98059,USA,2.0,True,standard house,mertebe
2873,232500.0,3.0,1.0,1320.0,8450,1.0,0.0,0.0,3.0,880.0,440.0,1961.0,2004.0,30606 2nd Ave SW,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
2874,436000.0,2.0,1.0,790.0,6600,1.0,0.0,0.0,3.0,790.0,0.0,1949.0,1998.0,1524 30th Ave,Seattle,WA 98122,USA,1.0,False,small house,mertebe
2875,240000.0,4.0,2.0,1790.0,14690,1.0,0.0,1.0,4.0,1670.0,120.0,1960.0,2001.0,1009 S 229th Pl,Des Moines,WA 98198,USA,2.0,True,standard house,mertebe
2876,489950.0,3.0,2.25,1820.0,7326,2.0,0.0,0.0,3.0,1820.0,0.0,1983.0,2009.0,9243 NE 126th Pl,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
2877,680000.0,6.0,2.0,1670.0,3000,1.0,0.0,0.0,5.0,900.0,770.0,1911.0,1984.0,4718 11th Ave NE,Seattle,WA 98105,USA,3.0,True,large house,mertebe
2878,1068000.0,5.0,3.5,3990.0,9938,2.0,0.0,0.0,3.0,3990.0,0.0,2001.0,0.0,13828 SE 92nd St,Newcastle,WA 98059,USA,2.5,True,standard house,mertebe
2879,352450.0,3.0,2.0,1430.0,6000,1.0,0.0,0.0,5.0,1430.0,0.0,1945.0,0.0,17510 12th Ave NE,Shoreline,WA 98155,USA,1.5,True,small house,mertebe
2880,335000.0,4.0,2.0,2030.0,103672,1.0,0.0,0.0,4.0,2030.0,0.0,1969.0,0.0,27610 SE Mud Mountain Rd,Enumclaw,WA 98022,USA,2.0,True,standard house,mertebe
2881,549000.0,4.0,1.75,1290.0,3060,2.0,0.0,0.0,4.0,1290.0,0.0,1906.0,1990.0,742 N 70th St,Seattle,WA 98103,USA,2.0,True,standard house,mertebe
2882,1240000.0,4.0,3.5,3820.0,13224,2.0,0.0,0.0,3.0,3280.0,540.0,1990.0,2009.0,1037 106th Ave SE,Bellevue,WA 98004,USA,2.0,True,standard house,mertebe
2883,618250.0,4.0,3.25,2520.0,3360,1.5,0.0,0.0,4.0,1550.0,970.0,1931.0,0.0,7019 Brooklyn Ave NE,Seattle,WA 98115,USA,2.0,True,standard house,dam
2884,1815000.0,5.0,3.0,3880.0,13000,2.0,0.0,0.0,3.0,3880.0,0.0,1972.0,2003.0,7845 SE 62nd St,Mercer Island,WA 98040,USA,2.5,True,standard house,mertebe
2885,850000.0,2.0,1.75,1590.0,5136,1.5,0.0,3.0,3.0,1320.0,270.0,1927.0,2011.0,2505 42nd Ave W,Seattle,WA 98199,USA,1.0,False,small house,dam
2886,930000.0,5.0,2.0,3530.0,9385,1.5,0.0,0.0,3.0,3530.0,0.0,1925.0,2002.0,2833 Cascadia Ave S,Seattle,WA 98144,USA,2.5,True,standard house,dam
2887,505000.0,3.0,2.5,1610.0,4611,2.0,0.0,0.0,3.0,1610.0,0.0,1996.0,0.0,24944 SE 43rd St,Issaquah,WA 98029,USA,1.5,True,small house,mertebe
2888,925000.0,4.0,2.5,3280.0,209088,2.0,0.0,0.0,3.0,3280.0,0.0,1994.0,0.0,5310 236th Ave NE,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
2889,275000.0,3.0,1.75,1860.0,15681,1.0,0.0,0.0,4.0,1860.0,0.0,1971.0,0.0,304 SW 316th St,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
2890,499000.0,3.0,1.75,1840.0,5000,1.0,0.0,0.0,4.0,920.0,920.0,1910.0,0.0,7043 Mary Ave NW,Seattle,WA 98117,USA,1.5,True,small house,mertebe
2891,507000.0,3.0,2.5,2120.0,7201,2.0,0.0,0.0,3.0,2120.0,0.0,2003.0,0.0,12200 Densmore Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
2892,619850.0,4.0,2.5,2270.0,9247,1.0,0.0,0.0,5.0,1500.0,770.0,1972.0,0.0,4802 122nd Ave SE,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
2893,500000.0,3.0,2.5,2840.0,48716,1.0,0.0,3.0,3.0,1870.0,970.0,1994.0,0.0,9320 318th Pl NE,Carnation,WA 98014,USA,1.5,True,small house,mertebe
2894,310000.0,4.0,1.5,1220.0,9600,1.0,0.0,0.0,3.0,1220.0,0.0,1980.0,0.0,4201 Regal St,Carnation,WA 98014,USA,2.0,True,standard house,mertebe
2895,646000.0,4.0,2.5,2310.0,4079,2.0,0.0,0.0,3.0,2310.0,0.0,2008.0,0.0,8903 3rd Ave NW,Seattle,WA 98117,USA,2.0,True,standard house,mertebe
2896,265000.0,3.0,1.75,1840.0,7300,1.0,0.0,0.0,3.0,1840.0,0.0,1966.0,1963.0,2714 SW 323rd St,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
2897,475000.0,3.0,2.5,950.0,1110,2.0,0.0,0.0,3.0,950.0,0.0,2003.0,0.0,419 Federal Ave E,Seattle,WA 98102,USA,1.5,True,small house,mertebe
2898,600000.0,4.0,2.25,3070.0,8400,2.0,0.0,0.0,4.0,3070.0,0.0,1970.0,0.0,12869-12951 NE 144th Way,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
2899,470000.0,3.0,2.0,1730.0,38884,1.0,0.0,0.0,3.0,1730.0,0.0,1997.0,0.0,29448 SE 208th St,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
2900,319950.0,2.0,1.0,920.0,8341,1.0,0.0,0.0,3.0,920.0,0.0,1939.0,1969.0,11260 Marine View Dr SW,Seattle,WA 98146,USA,1.0,False,small house,mertebe
2901,712000.0,3.0,2.75,3200.0,6699,2.0,0.0,0.0,3.0,3200.0,0.0,2004.0,2003.0,26008 SE 23rd Pl,Sammamish,WA 98075,USA,1.5,True,small house,mertebe
2902,775000.0,4.0,2.75,3010.0,15992,2.0,0.0,0.0,3.0,3010.0,0.0,1996.0,0.0,25916 SE 22nd Pl,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
2903,390000.0,3.0,2.25,1600.0,10240,1.0,0.0,0.0,3.0,1090.0,510.0,1979.0,2014.0,14102 81st Pl NE,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
2904,585000.0,4.0,2.5,2840.0,11044,2.0,0.0,0.0,3.0,2840.0,0.0,2001.0,0.0,12458 Juanita Dr NE,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
2905,1027000.0,3.0,2.5,2430.0,10500,2.0,0.0,1.0,3.0,2430.0,0.0,1989.0,0.0,3215 107th Ave SE,Bellevue,WA 98004,USA,1.5,True,small house,mertebe
2906,232603.0,3.0,1.75,1750.0,11461,2.0,0.0,0.0,4.0,1750.0,0.0,1976.0,1992.0,1002 Pike St NE,Auburn,WA 98002,USA,1.5,True,small house,mertebe
2907,543000.0,3.0,2.25,1240.0,949,3.0,0.0,0.0,3.0,1240.0,0.0,2008.0,0.0,3455 Meridian Ave N,Seattle,WA 98103,USA,1.5,True,small house,mertebe
2908,607500.0,3.0,3.25,1530.0,1612,3.0,0.0,0.0,3.0,1530.0,0.0,2006.0,0.0,1537 NW 58th St,Seattle,WA 98107,USA,1.5,True,small house,mertebe
2909,750000.0,3.0,3.5,3390.0,10078,2.0,0.0,0.0,3.0,3040.0,350.0,2012.0,1912.0,11619 SE 73rd Pl,Newcastle,WA 98059,USA,1.5,True,small house,mertebe
2910,728050.0,3.0,2.5,2320.0,6775,1.0,0.0,0.0,3.0,2320.0,0.0,2008.0,0.0,24233 NE 131st Terrace,Redmond,WA 98053,USA,1.5,True,small house,mertebe
2911,734990.0,4.0,2.5,2650.0,6884,2.0,0.0,0.0,3.0,2650.0,0.0,2012.0,1912.0,Eastridge Drive Promenade,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
2912,330000.0,3.0,2.5,2238.0,7209,2.0,0.0,0.0,3.0,2238.0,0.0,2011.0,0.0,1326 SW 340th St,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
